sent1, 9, 1, 1, 19, 34
sent2, 50, 2, 2, 19, 34
sent3, 38, 3, 3, 19, 34
sent4, 25, 3, 4, 19, 34
sent5, 23, 4, 5, 19, 34
sent6, 36, 4, 6, 19, 34
sent7, 14, 5, 7, 19, 34
sent8, 15, 5, 8, 19, 34
sent9, 51, 5, 9, 19, 34
sent10, 41, 6, 10, 19, 34
sent11, 21, 7, 11, 19, 34
sent12, 37, 7, 12, 19, 34
sent13, 32, 8, 13, 19, 34
sent14, 8, 8, 14, 19, 34
sent15, 5, 8, 15, 19, 34
sent16, 20, 9, 16, 19, 34
sent17, 21, 9, 17, 19, 34
sent18, 19, 9, 18, 19, 34
sent19, 12, 9, 19, 19, 34
sent20, 4, 9, 20, 19, 34
sent21, 22, 10, 21, 19, 34
sent22, 60, 10, 22, 19, 34
sent23, 38, 11, 23, 19, 34
sent24, 46, 12, 24, 19, 34
sent25, 23, 13, 25, 19, 34
sent26, 25, 14, 26, 19, 34
sent27, 34, 14, 27, 19, 34
sent28, 26, 15, 28, 19, 34
sent29, 30, 16, 29, 19, 34
sent30, 41, 16, 30, 19, 34
sent31, 56, 17, 31, 19, 34
sent32, 19, 18, 32, 19, 34
sent33, 33, 18, 33, 19, 34
sent34, 30, 19, 34, 19, 34
