sent1, 11, 1, 1, 21, 51
sent2, 29, 2, 2, 21, 51
sent3, 19, 3, 3, 21, 51
sent4, 36, 4, 4, 21, 51
sent5, 11, 5, 5, 21, 51
sent6, 18, 5, 6, 21, 51
sent7, 14, 5, 7, 21, 51
sent8, 27, 6, 8, 21, 51
sent9, 15, 7, 9, 21, 51
sent10, 4, 7, 10, 21, 51
sent11, 8, 7, 11, 21, 51
sent12, 19, 7, 12, 21, 51
sent13, 28, 8, 13, 21, 51
sent14, 19, 8, 14, 21, 51
sent15, 20, 9, 15, 21, 51
sent16, 19, 9, 16, 21, 51
sent17, 10, 9, 17, 21, 51
sent18, 29, 10, 18, 21, 51
sent19, 18, 10, 19, 21, 51
sent20, 16, 11, 20, 21, 51
sent21, 9, 11, 21, 21, 51
sent22, 23, 12, 22, 21, 51
sent23, 23, 12, 23, 21, 51
sent24, 10, 12, 24, 21, 51
sent25, 18, 13, 25, 21, 51
sent26, 26, 14, 26, 21, 51
sent27, 6, 14, 27, 21, 51
sent28, 7, 14, 28, 21, 51
sent29, 11, 14, 29, 21, 51
sent30, 18, 15, 30, 21, 51
sent31, 10, 15, 31, 21, 51
sent32, 8, 15, 32, 21, 51
sent33, 14, 15, 33, 21, 51
sent34, 13, 16, 34, 21, 51
sent35, 7, 16, 35, 21, 51
sent36, 17, 17, 36, 21, 51
sent37, 13, 17, 37, 21, 51
sent38, 19, 17, 38, 21, 51
sent39, 22, 18, 39, 21, 51
sent40, 5, 18, 40, 21, 51
sent41, 24, 18, 41, 21, 51
sent42, 22, 19, 42, 21, 51
sent43, 16, 19, 43, 21, 51
sent44, 9, 19, 44, 21, 51
sent45, 15, 20, 45, 21, 51
sent46, 7, 20, 46, 21, 51
sent47, 12, 20, 47, 21, 51
sent48, 10, 20, 48, 21, 51
sent49, 19, 21, 49, 21, 51
sent50, 13, 21, 50, 21, 51
sent51, 25, 21, 51, 21, 51
