sent1, 6, 1, 1, 21, 25
sent2, 20, 2, 2, 21, 25
sent3, 17, 3, 3, 21, 25
sent4, 24, 4, 4, 21, 25
sent5, 8, 5, 5, 21, 25
sent6, 28, 6, 6, 21, 25
sent7, 11, 7, 7, 21, 25
sent8, 16, 8, 8, 21, 25
sent9, 17, 9, 9, 21, 25
sent10, 33, 10, 10, 21, 25
sent11, 29, 11, 11, 21, 25
sent12, 26, 11, 12, 21, 25
sent13, 25, 12, 13, 21, 25
sent14, 7, 12, 14, 21, 25
sent15, 23, 13, 15, 21, 25
sent16, 19, 13, 16, 21, 25
sent17, 11, 14, 17, 21, 25
sent18, 22, 14, 18, 21, 25
sent19, 20, 15, 19, 21, 25
sent20, 16, 16, 20, 21, 25
sent21, 17, 17, 21, 21, 25
sent22, 24, 18, 22, 21, 25
sent23, 27, 19, 23, 21, 25
sent24, 36, 20, 24, 21, 25
sent25, 20, 21, 25, 21, 25
