sent1, 9, 1, 1, 13, 23
sent2, 20, 2, 2, 13, 23
sent3, 30, 3, 3, 13, 23
sent4, 15, 3, 4, 13, 23
sent5, 11, 3, 5, 13, 23
sent6, 25, 4, 6, 13, 23
sent7, 35, 5, 7, 13, 23
sent8, 22, 6, 8, 13, 23
sent9, 13, 6, 9, 13, 23
sent10, 28, 6, 10, 13, 23
sent11, 25, 7, 11, 13, 23
sent12, 21, 8, 12, 13, 23
sent13, 19, 8, 13, 13, 23
sent14, 24, 9, 14, 13, 23
sent15, 26, 9, 15, 13, 23
sent16, 21, 10, 16, 13, 23
sent17, 15, 10, 17, 13, 23
sent18, 16, 11, 18, 13, 23
sent19, 26, 11, 19, 13, 23
sent20, 16, 11, 20, 13, 23
sent21, 18, 12, 21, 13, 23
sent22, 12, 13, 22, 13, 23
sent23, 24, 13, 23, 13, 23
