sent_1, 1, 1, 4, 2, 4, 4, 2, 0
sent_2, 2, 1, 8, 3, 3, 3, 4, 1
sent_3, 3, 4, 9, 3, 2, 1, 3, 1
sent_4, 4, 1, 8, 1, 5, 0, 2, 2
sent_5, 7, 4, 6, 2, 1, 0, 0, 3
sent_6, 2, 1, 3, 2, 2, 1, 3, 0
sent_7, 1, 3, 11, 4, 4, 2, 5, 0
sent_8, 0, 10, 11, 3, 2, 7, 1, 1
sent_9, 2, 5, 11, 2, 3, 5, 1, 2
sent_10, 1, 5, 13, 2, 3, 0, 7, 1
sent_11, 0, 2, 9, 2, 5, 0, 2, 1
sent_12, 0, 0, 2, 4, 2, 1, 2, 0
sent_13, 0, 6, 24, 7, 6, 1, 6, 2
sent_14, 0, 2, 9, 5, 2, 1, 4, 0
sent_15, 1, 2, 12, 7, 5, 3, 8, 1
sent_16, 2, 6, 9, 1, 5, 0, 4, 1
sent_17, 1, 5, 21, 5, 5, 2, 6, 2
sent_18, 1, 2, 6, 2, 1, 2, 3, 1
sent_19, 1, 1, 3, 2, 0, 1, 0, 0
sent_20, 0, 0, 1, 1, 0, 0, 0, 0
sent_21, 0, 2, 10, 4, 0, 3, 1, 0
sent_22, 0, 0, 4, 0, 0, 0, 0, 0
sent_23, 0, 1, 6, 2, 3, 2, 0, 1
sent_24, 0, 1, 3, 1, 1, 1, 1, 0
sent_25, 0, 1, 6, 1, 5, 0, 2, 0
sent_26, 0, 5, 12, 3, 2, 3, 4, 4
sent_27, 2, 5, 16, 1, 3, 1, 8, 1
sent_28, 5, 10, 18, 6, 4, 0, 7, 3
sent_29, 3, 1, 4, 2, 1, 2, 4, 0
