sent1, 7, 1, 1, 14, 27
sent2, 10, 2, 2, 14, 27
sent3, 5, 2, 3, 14, 27
sent4, 22, 3, 4, 14, 27
sent5, 7, 3, 5, 14, 27
sent6, 13, 4, 6, 14, 27
sent7, 13, 5, 7, 14, 27
sent8, 17, 5, 8, 14, 27
sent9, 18, 5, 9, 14, 27
sent10, 6, 6, 10, 14, 27
sent11, 10, 6, 11, 14, 27
sent12, 17, 6, 12, 14, 27
sent13, 9, 7, 13, 14, 27
sent14, 16, 7, 14, 14, 27
sent15, 12, 8, 15, 14, 27
sent16, 22, 8, 16, 14, 27
sent17, 10, 8, 17, 14, 27
sent18, 6, 8, 18, 14, 27
sent19, 19, 9, 19, 14, 27
sent20, 26, 10, 20, 14, 27
sent21, 18, 10, 21, 14, 27
sent22, 13, 10, 22, 14, 27
sent23, 28, 11, 23, 14, 27
sent24, 23, 12, 24, 14, 27
sent25, 11, 12, 25, 14, 27
sent26, 49, 13, 26, 14, 27
sent27, 18, 14, 27, 14, 27
