sent_1, 0, 6, 12, 5, 2, 0, 7, 0
sent_2, 1, 3, 9, 6, 3, 0, 4, 1
sent_3, 0, 0, 1, 3, 0, 0, 0, 0
sent_4, 0, 9, 20, 4, 1, 1, 6, 0
sent_5, 0, 6, 15, 7, 4, 0, 3, 0
sent_6, 0, 1, 12, 4, 1, 0, 4, 1
sent_7, 0, 1, 4, 2, 2, 1, 0, 0
sent_8, 0, 4, 10, 7, 0, 1, 3, 1
sent_9, 0, 0, 3, 2, 2, 0, 1, 0
sent_10, 0, 0, 6, 2, 1, 1, 4, 0
sent_11, 0, 2, 5, 3, 0, 1, 0, 0
sent_12, 0, 3, 7, 3, 1, 2, 2, 0
sent_13, 0, 5, 10, 6, 1, 1, 5, 0
sent_14, 0, 7, 8, 1, 1, 0, 2, 1
sent_15, 0, 4, 10, 1, 1, 1, 6, 1
sent_16, 0, 5, 7, 5, 2, 1, 3, 1
sent_17, 0, 5, 11, 4, 3, 0, 3, 2
sent_18, 0, 1, 1, 3, 0, 1, 1, 0
sent_19, 1, 1, 10, 7, 2, 0, 6, 1
sent_20, 2, 2, 8, 4, 0, 0, 4, 0
sent_21, 0, 0, 4, 2, 2, 0, 2, 0
sent_22, 0, 3, 10, 8, 3, 1, 2, 1
