sent1, 9, 1, 1, 26, 42
sent2, 42, 2, 2, 26, 42
sent3, 47, 3, 3, 26, 42
sent4, 18, 4, 4, 26, 42
sent5, 9, 5, 5, 26, 42
sent6, 18, 5, 6, 26, 42
sent7, 55, 6, 7, 26, 42
sent8, 37, 7, 8, 26, 42
sent9, 19, 7, 9, 26, 42
sent10, 12, 8, 10, 26, 42
sent11, 31, 8, 11, 26, 42
sent12, 31, 9, 12, 26, 42
sent13, 12, 10, 13, 26, 42
sent14, 1, 10, 14, 26, 42
sent15, 32, 10, 15, 26, 42
sent16, 26, 11, 16, 26, 42
sent17, 31, 11, 17, 26, 42
sent18, 13, 12, 18, 26, 42
sent19, 8, 12, 19, 26, 42
sent20, 21, 12, 20, 26, 42
sent21, 44, 13, 21, 26, 42
sent22, 9, 14, 22, 26, 42
sent23, 21, 14, 23, 26, 42
sent24, 49, 15, 24, 26, 42
sent25, 29, 16, 25, 26, 42
sent26, 13, 16, 26, 26, 42
sent27, 37, 17, 27, 26, 42
sent28, 11, 17, 28, 26, 42
sent29, 22, 18, 29, 26, 42
sent30, 4, 19, 30, 26, 42
sent31, 4, 19, 31, 26, 42
sent32, 3, 20, 32, 26, 42
sent33, 2, 20, 33, 26, 42
sent34, 2, 20, 34, 26, 42
sent35, 33, 21, 35, 26, 42
sent36, 19, 22, 36, 26, 42
sent37, 13, 22, 37, 26, 42
sent38, 30, 23, 38, 26, 42
sent39, 16, 23, 39, 26, 42
sent40, 20, 24, 40, 26, 42
sent41, 18, 25, 41, 26, 42
sent42, 41, 26, 42, 26, 42
