sent_1, 1, 7, 11, 2, 6, 0, 5, 0
sent_2, 3, 6, 9, 3, 2, 1, 6, 1
sent_3, 2, 2, 9, 4, 4, 0, 6, 0
sent_4, 1, 7, 21, 6, 3, 0, 9, 1
sent_5, 0, 2, 4, 2, 1, 0, 0, 0
sent_6, 0, 7, 12, 6, 3, 1, 4, 1
sent_7, 0, 2, 12, 2, 1, 1, 4, 0
sent_8, 0, 6, 13, 3, 2, 2, 2, 2
sent_9, 5, 7, 11, 4, 1, 0, 7, 0
sent_10, 3, 7, 15, 1, 2, 0, 6, 0
sent_11, 0, 1, 8, 4, 2, 0, 3, 1
sent_12, 0, 2, 5, 3, 0, 2, 0, 0
sent_13, 1, 2, 14, 3, 3, 0, 6, 0
sent_14, 4, 4, 10, 2, 3, 0, 4, 1
sent_15, 0, 5, 15, 6, 3, 1, 6, 1
sent_16, 3, 3, 7, 2, 1, 0, 4, 0
sent_17, 0, 3, 9, 3, 3, 0, 4, 1
sent_18, 0, 4, 9, 4, 3, 0, 4, 0
sent_19, 0, 1, 9, 7, 0, 1, 5, 2
sent_20, 0, 3, 13, 3, 1, 0, 6, 1
sent_21, 1, 1, 8, 3, 1, 0, 4, 0
sent_22, 2, 5, 9, 7, 1, 1, 0, 1
sent_23, 1, 6, 12, 4, 2, 1, 4, 0
sent_24, 2, 1, 5, 5, 2, 0, 3, 2
sent_25, 0, 6, 11, 2, 3, 0, 2, 1
