sent_1, 0, 6, 11, 6, 2, 1, 3, 2
sent_2, 0, 9, 21, 6, 3, 2, 5, 2
sent_3, 0, 1, 16, 7, 2, 0, 2, 3
sent_4, 0, 1, 13, 8, 0, 0, 4, 2
sent_5, 0, 5, 24, 4, 3, 0, 7, 3
sent_6, 0, 2, 9, 4, 2, 1, 3, 0
sent_7, 0, 0, 6, 5, 2, 3, 2, 0
sent_8, 0, 0, 1, 1, 0, 0, 0, 0
sent_9, 0, 6, 14, 9, 2, 2, 4, 2
sent_10, 0, 1, 19, 8, 2, 0, 5, 3
sent_11, 1, 2, 9, 8, 2, 2, 3, 2
sent_12, 1, 3, 5, 4, 2, 1, 3, 0
sent_13, 0, 1, 10, 3, 2, 1, 2, 1
sent_14, 0, 2, 11, 4, 4, 0, 5, 2
sent_15, 1, 3, 7, 2, 3, 0, 3, 1
sent_16, 1, 2, 13, 2, 4, 3, 5, 2
sent_17, 1, 4, 11, 3, 3, 3, 4, 1
sent_18, 2, 3, 10, 2, 2, 3, 6, 1
sent_19, 2, 2, 8, 6, 5, 3, 5, 0
sent_20, 0, 2, 7, 5, 2, 3, 3, 1
sent_21, 0, 0, 1, 1, 0, 0, 0, 0
sent_22, 0, 0, 6, 8, 2, 2, 3, 1
sent_23, 0, 0, 2, 2, 1, 0, 1, 0
sent_24, 0, 2, 10, 9, 0, 4, 3, 3
sent_25, 0, 0, 6, 5, 2, 3, 1, 2
sent_26, 0, 1, 3, 4, 0, 2, 3, 1
