sent_1, 0, 8, 17, 5, 2, 1, 7, 2
sent_2, 0, 5, 13, 5, 3, 0, 4, 0
sent_3, 0, 0, 2, 3, 3, 4, 2, 1
sent_4, 0, 2, 10, 8, 2, 0, 5, 0
sent_5, 0, 2, 7, 6, 1, 1, 4, 0
sent_6, 0, 2, 7, 6, 0, 0, 3, 1
sent_7, 0, 16, 26, 13, 1, 5, 6, 0
sent_8, 0, 9, 13, 7, 1, 1, 4, 2
sent_9, 0, 8, 16, 11, 4, 0, 8, 1
sent_10, 0, 15, 21, 2, 1, 1, 5, 1
sent_11, 0, 13, 20, 5, 1, 3, 6, 2
sent_12, 0, 0, 1, 0, 0, 0, 0, 0
sent_13, 0, 5, 10, 8, 4, 2, 5, 0
sent_14, 0, 2, 7, 3, 2, 2, 4, 1
sent_15, 0, 0, 1, 0, 0, 0, 0, 0
sent_16, 0, 4, 9, 5, 2, 1, 4, 0
sent_17, 0, 5, 6, 5, 3, 2, 5, 1
sent_18, 2, 2, 8, 5, 0, 0, 4, 1
sent_19, 0, 7, 14, 6, 3, 4, 8, 0
sent_20, 0, 3, 7, 3, 1, 2, 0, 0
sent_21, 0, 5, 15, 7, 1, 3, 6, 0
sent_22, 0, 13, 20, 8, 2, 1, 6, 0
sent_23, 0, 5, 10, 4, 0, 1, 3, 0
