sent1, 9, 1, 1, 23, 23
sent2, 21, 2, 2, 23, 23
sent3, 24, 3, 3, 23, 23
sent4, 12, 4, 4, 23, 23
sent5, 17, 5, 5, 23, 23
sent6, 25, 6, 6, 23, 23
sent7, 27, 7, 7, 23, 23
sent8, 18, 8, 8, 23, 23
sent9, 29, 9, 9, 23, 23
sent10, 26, 10, 10, 23, 23
sent11, 34, 11, 11, 23, 23
sent12, 28, 12, 12, 23, 23
sent13, 8, 13, 13, 23, 23
sent14, 21, 14, 14, 23, 23
sent15, 18, 15, 15, 23, 23
sent16, 43, 16, 16, 23, 23
sent17, 34, 17, 17, 23, 23
sent18, 25, 18, 18, 23, 23
sent19, 37, 19, 19, 23, 23
sent20, 24, 20, 20, 23, 23
sent21, 30, 21, 21, 23, 23
sent22, 23, 22, 22, 23, 23
sent23, 20, 23, 23, 23, 23
