sent_1, 0, 1, 2, 2, 0, 1, 0, 0
sent_2, 0, 1, 2, 1, 0, 1, 0, 0
sent_3, 3, 10, 18, 5, 4, 1, 5, 1
sent_4, 0, 0, 1, 2, 2, 1, 1, 0
sent_5, 1, 2, 7, 5, 3, 1, 3, 0
sent_6, 0, 9, 13, 2, 1, 0, 1, 2
sent_7, 0, 11, 14, 5, 2, 0, 2, 2
sent_8, 0, 6, 12, 2, 1, 0, 2, 1
sent_9, 0, 4, 5, 2, 0, 0, 2, 0
sent_10, 0, 7, 11, 0, 2, 0, 0, 2
sent_11, 0, 2, 6, 3, 3, 0, 3, 0
sent_12, 0, 4, 8, 3, 2, 0, 2, 0
sent_13, 0, 2, 3, 2, 1, 1, 1, 1
sent_14, 0, 0, 1, 0, 0, 0, 0, 0
sent_15, 0, 2, 5, 1, 2, 0, 0, 1
sent_16, 0, 4, 12, 3, 3, 1, 4, 0
sent_17, 1, 0, 2, 0, 3, 0, 0, 0
sent_18, 1, 0, 2, 0, 3, 0, 0, 2
sent_19, 1, 0, 4, 2, 2, 0, 2, 0
sent_20, 0, 8, 17, 9, 9, 3, 11, 0
sent_21, 1, 9, 15, 6, 3, 1, 4, 2
sent_22, 0, 0, 5, 4, 0, 1, 1, 2
sent_23, 0, 0, 2, 2, 1, 0, 1, 0
sent_24, 0, 0, 4, 3, 0, 0, 1, 0
sent_25, 0, 2, 4, 4, 0, 1, 2, 0
