sent1, 11, 1, 1, 14, 26
sent2, 14, 2, 2, 14, 26
sent3, 16, 3, 3, 14, 26
sent4, 26, 4, 4, 14, 26
sent5, 19, 4, 5, 14, 26
sent6, 21, 5, 6, 14, 26
sent7, 16, 5, 7, 14, 26
sent8, 11, 5, 8, 14, 26
sent9, 19, 6, 9, 14, 26
sent10, 19, 6, 10, 14, 26
sent11, 23, 7, 11, 14, 26
sent12, 15, 7, 12, 14, 26
sent13, 25, 8, 13, 14, 26
sent14, 15, 8, 14, 14, 26
sent15, 12, 8, 15, 14, 26
sent16, 23, 9, 16, 14, 26
sent17, 19, 9, 17, 14, 26
sent18, 25, 10, 18, 14, 26
sent19, 20, 11, 19, 14, 26
sent20, 32, 11, 20, 14, 26
sent21, 14, 12, 21, 14, 26
sent22, 3, 12, 22, 14, 26
sent23, 26, 13, 23, 14, 26
sent24, 25, 13, 24, 14, 26
sent25, 19, 14, 25, 14, 26
sent26, 22, 14, 26, 14, 26
