sent_1, 3, 3, 9, 2, 7, 0, 5, 0
sent_2, 0, 0, 5, 1, 0, 0, 2, 0
sent_3, 2, 4, 5, 2, 1, 1, 0, 1
sent_4, 1, 3, 9, 1, 3, 1, 3, 1
sent_5, 0, 0, 2, 1, 1, 0, 1, 0
sent_6, 1, 3, 9, 2, 2, 2, 4, 1
sent_7, 0, 3, 9, 5, 3, 0, 5, 3
sent_8, 0, 5, 11, 1, 0, 1, 5, 1
sent_9, 0, 1, 3, 1, 2, 1, 1, 0
sent_10, 0, 0, 4, 3, 2, 0, 3, 1
sent_11, 0, 1, 3, 3, 4, 0, 1, 1
sent_12, 1, 3, 5, 3, 3, 2, 3, 1
sent_13, 1, 2, 8, 3, 3, 0, 4, 0
sent_14, 1, 1, 3, 2, 0, 0, 3, 1
sent_15, 3, 0, 0, 0, 0, 0, 0, 1
sent_16, 0, 1, 2, 1, 1, 1, 1, 0
sent_17, 1, 0, 0, 0, 0, 0, 0, 0
sent_18, 3, 3, 6, 1, 1, 1, 4, 0
sent_19, 1, 2, 5, 2, 1, 2, 6, 0
sent_20, 2, 0, 0, 0, 0, 0, 0, 1
sent_21, 0, 2, 3, 2, 0, 0, 2, 0
sent_22, 0, 1, 3, 2, 0, 0, 0, 0
sent_23, 0, 2, 2, 1, 0, 0, 1, 0
sent_24, 0, 1, 7, 4, 1, 2, 5, 1
sent_25, 2, 1, 2, 1, 1, 0, 1, 1
sent_26, 1, 1, 2, 3, 3, 0, 1, 0
sent_27, 0, 0, 8, 2, 0, 1, 2, 0
sent_28, 2, 0, 1, 2, 0, 0, 2, 1
sent_29, 0, 2, 6, 1, 2, 0, 2, 1
sent_30, 0, 1, 0, 1, 0, 0, 0, 0
sent_31, 1, 0, 3, 2, 1, 1, 2, 0
sent_32, 0, 1, 6, 4, 4, 0, 1, 0
sent_33, 0, 1, 6, 1, 2, 1, 5, 0
