sent1, 9, 1, 1, 25, 34
sent2, 30, 2, 2, 25, 34
sent3, 27, 3, 3, 25, 34
sent4, 23, 4, 4, 25, 34
sent5, 28, 5, 5, 25, 34
sent6, 25, 6, 6, 25, 34
sent7, 31, 7, 7, 25, 34
sent8, 26, 8, 8, 25, 34
sent9, 24, 9, 9, 25, 34
sent10, 14, 10, 10, 25, 34
sent11, 11, 10, 11, 25, 34
sent12, 8, 11, 12, 25, 34
sent13, 7, 11, 13, 25, 34
sent14, 7, 11, 14, 25, 34
sent15, 24, 12, 15, 25, 34
sent16, 30, 13, 16, 25, 34
sent17, 7, 13, 17, 25, 34
sent18, 38, 14, 18, 25, 34
sent19, 28, 15, 19, 25, 34
sent20, 14, 15, 20, 25, 34
sent21, 28, 16, 21, 25, 34
sent22, 27, 17, 22, 25, 34
sent23, 17, 18, 23, 25, 34
sent24, 28, 19, 24, 25, 34
sent25, 24, 19, 25, 25, 34
sent26, 9, 20, 26, 25, 34
sent27, 33, 21, 27, 25, 34
sent28, 23, 22, 28, 25, 34
sent29, 6, 22, 29, 25, 34
sent30, 13, 22, 30, 25, 34
sent31, 18, 23, 31, 25, 34
sent32, 18, 24, 32, 25, 34
sent33, 18, 25, 33, 25, 34
sent34, 12, 25, 34, 25, 34
