sent1, 1, 1, 1, 35, 83
sent2, 7, 1, 2, 35, 83
sent3, 44, 2, 3, 35, 83
sent4, 34, 3, 4, 35, 83
sent5, 50, 4, 5, 35, 83
sent6, 26, 4, 6, 35, 83
sent7, 11, 5, 7, 35, 83
sent8, 12, 5, 8, 35, 83
sent9, 23, 5, 9, 35, 83
sent10, 8, 5, 10, 35, 83
sent11, 16, 5, 11, 35, 83
sent12, 30, 6, 12, 35, 83
sent13, 27, 6, 13, 35, 83
sent14, 18, 6, 14, 35, 83
sent15, 7, 7, 15, 35, 83
sent16, 27, 7, 16, 35, 83
sent17, 10, 8, 17, 35, 83
sent18, 34, 8, 18, 35, 83
sent19, 38, 9, 19, 35, 83
sent20, 26, 10, 20, 35, 83
sent21, 12, 10, 21, 35, 83
sent22, 19, 10, 22, 35, 83
sent23, 9, 10, 23, 35, 83
sent24, 27, 11, 24, 35, 83
sent25, 13, 11, 25, 35, 83
sent26, 8, 12, 26, 35, 83
sent27, 18, 12, 27, 35, 83
sent28, 23, 12, 28, 35, 83
sent29, 22, 13, 29, 35, 83
sent30, 57, 14, 30, 35, 83
sent31, 2, 14, 31, 35, 83
sent32, 34, 15, 32, 35, 83
sent33, 28, 15, 33, 35, 83
sent34, 36, 16, 34, 35, 83
sent35, 26, 17, 35, 35, 83
sent36, 30, 17, 36, 35, 83
sent37, 13, 17, 37, 35, 83
sent38, 14, 18, 38, 35, 83
sent39, 18, 18, 39, 35, 83
sent40, 28, 18, 40, 35, 83
sent41, 23, 18, 41, 35, 83
sent42, 18, 19, 42, 35, 83
sent43, 3, 19, 43, 35, 83
sent44, 22, 19, 44, 35, 83
sent45, 14, 19, 45, 35, 83
sent46, 47, 20, 46, 35, 83
sent47, 5, 21, 47, 35, 83
sent48, 12, 21, 48, 35, 83
sent49, 44, 22, 49, 35, 83
sent50, 1, 22, 50, 35, 83
sent51, 13, 23, 51, 35, 83
sent52, 43, 23, 52, 35, 83
sent53, 26, 24, 53, 35, 83
sent54, 26, 24, 54, 35, 83
sent55, 19, 25, 55, 35, 83
sent56, 12, 26, 56, 35, 83
sent57, 36, 26, 57, 35, 83
sent58, 20, 27, 58, 35, 83
sent59, 46, 27, 59, 35, 83
sent60, 20, 28, 60, 35, 83
sent61, 14, 28, 61, 35, 83
sent62, 30, 28, 62, 35, 83
sent63, 47, 29, 63, 35, 83
sent64, 33, 30, 64, 35, 83
sent65, 13, 30, 65, 35, 83
sent66, 20, 30, 66, 35, 83
sent67, 10, 30, 67, 35, 83
sent68, 5, 30, 68, 35, 83
sent69, 31, 31, 69, 35, 83
sent70, 22, 31, 70, 35, 83
sent71, 43, 32, 71, 35, 83
sent72, 28, 32, 72, 35, 83
sent73, 7, 33, 73, 35, 83
sent74, 16, 33, 74, 35, 83
sent75, 11, 33, 75, 35, 83
sent76, 21, 33, 76, 35, 83
sent77, 6, 33, 77, 35, 83
sent78, 15, 34, 78, 35, 83
sent79, 6, 34, 79, 35, 83
sent80, 23, 34, 80, 35, 83
sent81, 5, 35, 81, 35, 83
sent82, 8, 35, 82, 35, 83
sent83, 17, 35, 83, 35, 83
