sent_1, 0, 7, 12, 4, 2, 1, 5, 1
sent_2, 1, 2, 4, 1, 0, 0, 1, 0
sent_3, 1, 0, 2, 1, 0, 0, 0, 0
sent_4, 1, 3, 8, 4, 2, 0, 2, 0
sent_5, 1, 2, 3, 1, 1, 0, 1, 0
sent_6, 2, 7, 10, 1, 6, 0, 4, 2
sent_7, 0, 0, 14, 5, 3, 0, 4, 1
sent_8, 1, 5, 11, 5, 3, 0, 5, 1
sent_9, 0, 0, 5, 2, 4, 1, 1, 2
sent_10, 0, 1, 6, 1, 2, 1, 4, 2
sent_11, 2, 9, 11, 1, 1, 0, 5, 2
sent_12, 2, 1, 5, 0, 0, 0, 2, 0
sent_13, 2, 11, 15, 1, 4, 0, 3, 2
sent_14, 1, 6, 8, 3, 0, 1, 4, 1
sent_15, 1, 12, 13, 2, 1, 0, 6, 1
sent_16, 0, 0, 3, 3, 2, 0, 3, 0
sent_17, 0, 0, 0, 0, 0, 0, 0, 0
sent_18, 0, 0, 0, 0, 0, 0, 0, 0
sent_19, 0, 0, 5, 2, 3, 0, 2, 0
sent_20, 0, 2, 5, 4, 0, 2, 3, 1
sent_21, 0, 1, 4, 6, 1, 3, 3, 0
sent_22, 0, 0, 10, 3, 4, 2, 3, 2
sent_23, 0, 1, 11, 3, 3, 0, 5, 1
sent_24, 1, 5, 12, 4, 2, 1, 2, 2
sent_25, 5, 1, 8, 3, 3, 1, 4, 1
sent_26, 0, 0, 3, 4, 2, 2, 2, 2
sent_27, 2, 2, 11, 4, 4, 0, 3, 0
sent_28, 0, 4, 8, 1, 2, 2, 2, 1
sent_29, 0, 0, 6, 7, 3, 2, 4, 0
sent_30, 0, 0, 6, 2, 2, 1, 3, 0
sent_31, 0, 1, 4, 5, 3, 4, 4, 2
