sent_1, 0, 7, 10, 3, 2, 0, 2, 1
sent_2, 0, 3, 8, 4, 1, 0, 1, 0
sent_3, 0, 2, 7, 7, 1, 1, 1, 0
sent_4, 0, 1, 3, 3, 0, 0, 0, 0
sent_5, 0, 2, 10, 3, 2, 1, 3, 1
sent_6, 1, 1, 3, 2, 0, 1, 0, 0
sent_7, 0, 2, 5, 3, 0, 2, 2, 0
sent_8, 0, 3, 6, 5, 1, 2, 0, 1
sent_9, 0, 7, 12, 8, 6, 0, 3, 0
sent_10, 0, 5, 9, 4, 2, 2, 7, 2
sent_11, 1, 2, 6, 2, 5, 0, 5, 2
sent_12, 0, 3, 8, 3, 4, 1, 5, 1
sent_13, 0, 1, 2, 2, 2, 0, 0, 0
sent_14, 0, 6, 10, 4, 0, 1, 1, 1
sent_15, 0, 0, 6, 5, 0, 1, 3, 0
sent_16, 1, 1, 4, 2, 0, 1, 0, 0
sent_17, 0, 3, 7, 3, 0, 1, 3, 1
sent_18, 0, 1, 6, 4, 3, 1, 1, 0
sent_19, 0, 1, 4, 4, 1, 0, 2, 0
sent_20, 1, 1, 6, 2, 2, 0, 3, 0
sent_21, 0, 1, 7, 4, 2, 1, 2, 0
sent_22, 0, 1, 11, 5, 0, 1, 3, 0
sent_23, 0, 14, 19, 4, 1, 0, 4, 2
sent_24, 0, 2, 6, 3, 2, 0, 5, 0
