sent1, 9, 1, 1, 20, 33
sent2, 13, 2, 2, 20, 33
sent3, 14, 3, 3, 20, 33
sent4, 1, 4, 4, 20, 33
sent5, 30, 4, 5, 20, 33
sent6, 24, 5, 6, 20, 33
sent7, 19, 6, 7, 20, 33
sent8, 11, 7, 8, 20, 33
sent9, 20, 7, 9, 20, 33
sent10, 13, 8, 10, 20, 33
sent11, 49, 9, 11, 20, 33
sent12, 15, 9, 12, 20, 33
sent13, 19, 9, 13, 20, 33
sent14, 11, 9, 14, 20, 33
sent15, 15, 10, 15, 20, 33
sent16, 13, 11, 16, 20, 33
sent17, 18, 11, 17, 20, 33
sent18, 9, 12, 18, 20, 33
sent19, 20, 12, 19, 20, 33
sent20, 15, 13, 20, 20, 33
sent21, 14, 14, 21, 20, 33
sent22, 26, 14, 22, 20, 33
sent23, 8, 15, 23, 20, 33
sent24, 6, 15, 24, 20, 33
sent25, 9, 15, 25, 20, 33
sent26, 9, 16, 26, 20, 33
sent27, 3, 17, 27, 20, 33
sent28, 14, 17, 28, 20, 33
sent29, 25, 18, 29, 20, 33
sent30, 28, 19, 30, 20, 33
sent31, 6, 19, 31, 20, 33
sent32, 11, 20, 32, 20, 33
sent33, 13, 20, 33, 20, 33
