sent1, 9, 1, 1, 13, 25
sent2, 30, 2, 2, 13, 25
sent3, 30, 3, 3, 13, 25
sent4, 17, 4, 4, 13, 25
sent5, 32, 4, 5, 13, 25
sent6, 30, 5, 6, 13, 25
sent7, 21, 5, 7, 13, 25
sent8, 8, 6, 8, 13, 25
sent9, 23, 7, 9, 13, 25
sent10, 10, 7, 10, 13, 25
sent11, 16, 7, 11, 13, 25
sent12, 11, 8, 12, 13, 25
sent13, 25, 8, 13, 13, 25
sent14, 21, 8, 14, 13, 25
sent15, 17, 9, 15, 13, 25
sent16, 22, 9, 16, 13, 25
sent17, 9, 9, 17, 13, 25
sent18, 10, 9, 18, 13, 25
sent19, 17, 10, 19, 13, 25
sent20, 24, 11, 20, 13, 25
sent21, 22, 12, 21, 13, 25
sent22, 12, 12, 22, 13, 25
sent23, 13, 13, 23, 13, 25
sent24, 9, 13, 24, 13, 25
sent25, 11, 13, 25, 13, 25
