sent1, 17, 1, 1, 7, 25
sent2, 22, 2, 2, 7, 25
sent3, 21, 2, 3, 7, 25
sent4, 9, 2, 4, 7, 25
sent5, 14, 3, 5, 7, 25
sent6, 11, 3, 6, 7, 25
sent7, 13, 3, 7, 7, 25
sent8, 29, 3, 8, 7, 25
sent9, 21, 4, 9, 7, 25
sent10, 17, 4, 10, 7, 25
sent11, 16, 4, 11, 7, 25
sent12, 22, 4, 12, 7, 25
sent13, 18, 5, 13, 7, 25
sent14, 11, 5, 14, 7, 25
sent15, 21, 5, 15, 7, 25
sent16, 16, 5, 16, 7, 25
sent17, 8, 5, 17, 7, 25
sent18, 12, 5, 18, 7, 25
sent19, 45, 6, 19, 7, 25
sent20, 34, 6, 20, 7, 25
sent21, 11, 6, 21, 7, 25
sent22, 9, 7, 22, 7, 25
sent23, 30, 7, 23, 7, 25
sent24, 15, 7, 24, 7, 25
sent25, 23, 7, 25, 7, 25
