sent1, 12, 1, 1, 24, 71
sent2, 11, 2, 2, 24, 71
sent3, 31, 3, 3, 24, 71
sent4, 40, 3, 4, 24, 71
sent5, 21, 3, 5, 24, 71
sent6, 36, 3, 6, 24, 71
sent7, 20, 4, 7, 24, 71
sent8, 19, 4, 8, 24, 71
sent9, 40, 4, 9, 24, 71
sent10, 31, 5, 10, 24, 71
sent11, 20, 5, 11, 24, 71
sent12, 33, 5, 12, 24, 71
sent13, 15, 6, 13, 24, 71
sent14, 33, 7, 14, 24, 71
sent15, 59, 7, 15, 24, 71
sent16, 15, 7, 16, 24, 71
sent17, 25, 8, 17, 24, 71
sent18, 15, 8, 18, 24, 71
sent19, 25, 8, 19, 24, 71
sent20, 32, 9, 20, 24, 71
sent21, 25, 10, 21, 24, 71
sent22, 27, 10, 22, 24, 71
sent23, 30, 10, 23, 24, 71
sent24, 15, 11, 24, 24, 71
sent25, 21, 11, 25, 24, 71
sent26, 14, 11, 26, 24, 71
sent27, 24, 11, 27, 24, 71
sent28, 9, 11, 28, 24, 71
sent29, 30, 12, 29, 24, 71
sent30, 33, 12, 30, 24, 71
sent31, 26, 12, 31, 24, 71
sent32, 9, 12, 32, 24, 71
sent33, 52, 13, 33, 24, 71
sent34, 29, 13, 34, 24, 71
sent35, 18, 13, 35, 24, 71
sent36, 25, 13, 36, 24, 71
sent37, 19, 13, 37, 24, 71
sent38, 23, 14, 38, 24, 71
sent39, 18, 14, 39, 24, 71
sent40, 50, 14, 40, 24, 71
sent41, 13, 15, 41, 24, 71
sent42, 48, 15, 42, 24, 71
sent43, 30, 15, 43, 24, 71
sent44, 25, 16, 44, 24, 71
sent45, 17, 16, 45, 24, 71
sent46, 30, 17, 46, 24, 71
sent47, 52, 17, 47, 24, 71
sent48, 10, 17, 48, 24, 71
sent49, 25, 18, 49, 24, 71
sent50, 37, 18, 50, 24, 71
sent51, 21, 18, 51, 24, 71
sent52, 11, 18, 52, 24, 71
sent53, 26, 19, 53, 24, 71
sent54, 41, 19, 54, 24, 71
sent55, 38, 19, 55, 24, 71
sent56, 30, 19, 56, 24, 71
sent57, 27, 19, 57, 24, 71
sent58, 28, 20, 58, 24, 71
sent59, 43, 20, 59, 24, 71
sent60, 30, 20, 60, 24, 71
sent61, 35, 21, 61, 24, 71
sent62, 22, 21, 62, 24, 71
sent63, 39, 22, 63, 24, 71
sent64, 8, 22, 64, 24, 71
sent65, 7, 22, 65, 24, 71
sent66, 26, 22, 66, 24, 71
sent67, 31, 23, 67, 24, 71
sent68, 17, 24, 68, 24, 71
sent69, 19, 24, 69, 24, 71
sent70, 5, 24, 70, 24, 71
sent71, 3, 24, 71, 24, 71
