sent1, 10, 1, 1, 22, 30
sent2, 36, 2, 2, 22, 30
sent3, 38, 3, 3, 22, 30
sent4, 16, 3, 4, 22, 30
sent5, 47, 4, 5, 22, 30
sent6, 32, 5, 6, 22, 30
sent7, 9, 6, 7, 22, 30
sent8, 35, 6, 8, 22, 30
sent9, 21, 6, 9, 22, 30
sent10, 39, 7, 10, 22, 30
sent11, 24, 8, 11, 22, 30
sent12, 22, 8, 12, 22, 30
sent13, 33, 9, 13, 22, 30
sent14, 34, 10, 14, 22, 30
sent15, 28, 11, 15, 22, 30
sent16, 17, 12, 16, 22, 30
sent17, 42, 13, 17, 22, 30
sent18, 21, 14, 18, 22, 30
sent19, 14, 14, 19, 22, 30
sent20, 18, 15, 20, 22, 30
sent21, 34, 16, 21, 22, 30
sent22, 41, 17, 22, 22, 30
sent23, 38, 18, 23, 22, 30
sent24, 47, 19, 24, 22, 30
sent25, 14, 20, 25, 22, 30
sent26, 23, 20, 26, 22, 30
sent27, 43, 21, 27, 22, 30
sent28, 5, 22, 28, 22, 30
sent29, 19, 22, 29, 22, 30
sent30, 19, 22, 30, 22, 30
